Year,Country,Overall Social Status,Parents' Occupation,Home Possessions,Parents' Education
2018,CHL,-0.35303514871239977,50.164139728839174,0.1159939717405518,13.465423976608188
2018,COL,-0.9178300156117791,42.85823601491477,-0.3895439898863326,13.262827179753856
2018,CRI,-1.066476317757803,45.0174053823886,-0.3137658830286824,11.797384155455905
2018,CZE,-0.2707635065005622,48.72923125671503,0.3727705377884958,12.822697775030901
2018,DEU,-0.1350260289248002,51.69308254404917,0.43980491046670805,13.055265610438024
2018,DNK,0.053257641719586434,52.65398494580891,0.42904074118893226,14.102699191685913
2018,DOM,-1.048350574908028,42.446776853295376,-0.45508248027335124,12.850884764782046
2018,ESP,-0.25306233369524034,48.11946741873279,0.37358042612547165,13.012490537471612
2018,EST,0.028322489060529477,53.18780244086629,0.35255524582608444,14.214808043875685
2018,FIN,0.2204478667283706,52.85370111900973,0.4771211312193148,14.794432918395573
2018,FRA,-0.08708615670861176,51.08200807763205,0.3450731334777019,13.84828293182983
2018,GBR,0.07308456137436553,55.277148068637636,0.3979139910171224,14.077021972884525
2018,GEO,-0.36646294432776394,49.97209672032319,-0.04693276727990291,14.134250290585044
2018,GRC,-0.18733509430952414,50.17106342077129,0.22361310891447952,13.875570567829104
2018,HKG,-0.604780186726528,47.69287652990236,0.18129335951970613,11.892137877614253
2018,HRV,-0.38389207247399865,45.24501060148605,0.1286124372065248,13.718897637795276
2018,HUN,-0.24441382069970025,48.26918122067784,0.21806460662148966,13.798949465676507
2018,IDN,-1.977040240280727,33.782538853256646,-0.7976561513449787,9.860534591194968
2018,IRL,0.015759293796075907,52.31796997277544,0.3986578322960191,14.031077471059662
2018,ISL,0.44193773287325816,60.75695930497795,0.6188922240802438,14.55076923076923
2018,ISR,0.11250586683830134,57.58435680877137,0.368063208553777,14.147507788161994
2018,ITA,-0.2801987913716564,49.278044868658604,0.3191104232143911,12.971573243315271
2018,JOR,-0.6993235341099999,49.772920124,-0.2830583917077715,13.298041178152703
2018,JPN,-0.12043317086498094,50.4156203957644,0.22291955602343005,14.257429593900731
2018,KOR,-0.3009652374118014,51.76088257756079,0.11793641537011892,13.535410251765985
2018,KSV,-0.5073537416560772,49.315035361880234,-0.06030254377926401,13.415513939135986
2018,LTU,-0.14811224128927633,50.47882574413793,0.1759043805446429,14.324330822247155
2018,LVA,-0.12108810227393418,50.858093218777675,0.24225162284843646,14.111319574734209
2018,MAC,-0.7525210671672142,48.63110499127039,0.05603177076774092,11.491441441441442
2018,MDA,-0.7829960304354583,43.18476667417712,-0.2141011312534612,13.21301775147929
2018,MEX,-1.3452739541557783,40.71675005242428,-0.45876296686419754,11.29945091736976
2018,MKD,-0.5174264874839847,48.2416926232548,-0.02435275103015184,13.347506764592191
2018,MLT,-0.24898958970189894,50.07319003570392,0.4360056073574148,12.539185393258427
2018,MNE,-0.3263974992688953,47.15260162749004,0.059032194076512515,14.176576902223026
2018,NLD,-0.030856697587685514,54.44541584099355,0.3789051131249226,13.62587478721392
2018,NOR,0.42572383088457505,61.43280208422694,0.6326632875183589,14.319676860934795
2018,NZL,0.0982729770170618,56.93665562191321,0.44197746828729745,13.8049558390579
2018,PER,-1.1696106887145916,37.54611765676423,-0.49973230703745786,12.884276638752526
2018,POL,-0.45475536320067234,45.60786755623243,0.2421794975411961,12.718820861678005
2018,PRT,-0.770677000077401,45.3066828515891,0.2537589572040307,10.830403237058741
2018,QAT,0.18029251092478732,63.50160173967437,0.23899082453396436,14.493057921635435
2018,ROU,-0.686783315953007,38.14623019178383,-0.041874534708941306,13.476698829809074
2018,SGP,-0.032694137365002464,60.048974023607336,0.27948735008434555,13.428429915799901
2018,SVK,-0.3941876159968872,46.74361902881647,0.17580273559480303,13.271488133418858
2018,SVN,-0.15508070577337846,49.26335152458478,0.32197075503250805,13.691327741731287
2018,SWE,0.276001827375812,57.02350702166207,0.5490996890969682,14.332466281310213
2018,TAP,-0.2818011839094613,52.169439702454895,0.15926784259366206,13.461934558727675
2018,THA,-1.1497617805233276,37.00818431872391,-0.12470291588146915,11.349113892675673
2018,TUR,-1.5597915181407067,34.81793969831919,-0.3904992331419882,10.367053998632946
2018,URY,-1.0174394431227778,43.43282937867323,-0.14208113256228547,11.475492673067206
2018,USA,-0.1552319322883546,53.13432341227247,0.24583955580344208,13.671062009978618
2018,VNM,-1.9313603749207324,30.61091149020967,-0.5691533265208045,9.486644838876444
2022,ALB,-0.9020699219217811,45.71731407468272,-0.2557333837256934,12.39824
2022,ARE,0.12092277214854516,60.928902223726254,0.19040895527428411,14.661986521181001
2022,ARG,-0.8331045334494495,45.87099139632977,-0.16738068171689713,12.451714485654303
2022,AUS,0.21932780751856862,56.05846709587578,0.5651025327344485,14.056194829760404
2022,AUT,-0.028214534026918942,51.205125681624274,0.4538958900362401,13.634404508071885
2022,BEL,0.021078416810735082,52.90421357288008,0.37111396894663484,14.14140914709518
2022,BGR,-0.3010793619277406,49.80301903380282,0.10585964550547963,13.856100926473488
2022,BRA,-1.1393090060510969,41.924350189418895,-0.35346199561222436,11.948899447299524
2022,BRN,-0.42058574392524095,52.173729801616346,-0.02197683230912332,13.427649154051647
2022,CAN,0.2908328337459965,56.67560579385899,0.472678619291155,14.83305243445693
2022,CHE,-0.027596283743515686,52.58953417500914,0.4160501673040989,13.668243484469832
2022,CHL,-0.3565519630383605,49.25289409434235,0.10533296456138336,13.607427237781438
2022,COL,-1.0535686574444951,43.346900710462975,-0.29624501640350365,11.97239221140473
2022,CRI,-1.0697361365059588,42.46204759584756,-0.3093508260285834,12.039832285115304
2022,CZE,-0.11836704277404732,51.73974605709449,0.39826636412668115,13.309273072985228
2022,DEU,-0.12873545958692653,51.92834765193869,0.4482490369235028,13.039363861944507
2022,DNK,0.27547781920028536,57.59093602206194,0.40203064357371066,14.969701105500205
2022,DOM,-1.0574803753237092,43.36999246078992,-0.506284853818171,12.923258345428156
2022,ESP,-0.10935477792454529,49.98754378593959,0.35372515132471616,13.764785332490373
2022,EST,0.04308020000683006,53.86488281575188,0.3403613285921665,14.275409836065574
2022,FIN,0.2917263275427785,55.88879991085198,0.49062528577190423,14.835447625951431
2022,FRA,-0.14626939266516323,50.60228112715369,0.22868514031100243,14.103897167185197
2022,GBR,0.1088566356825613,57.40567205336892,0.38068848353362317,14.141116834273568
2022,GEO,-0.36363959036081334,44.75098235277351,0.0215808254165032,14.393478659095072
2022,GRC,-0.13818389877773227,50.5433453904087,0.23451877198497945,14.083686607002669
2022,HKG,-0.5817416213343535,48.63908305336513,0.12928779176161584,12.181339547730019
2022,HRV,-0.3048741481210645,47.113636476033314,0.12161804911373354,13.998095963442498
2022,HUN,-0.12085571584626796,51.75355104454527,0.262283329614632,13.928741328047572
2022,IDN,-1.3586139096953225,39.55691155850168,-0.5148012913684046,11.589694014794889
2022,IRL,0.016994618919255845,52.76041193793889,0.36452346438699057,14.142582064918393
2022,ISL,0.4627753187304946,60.445216353910794,0.6126537823907143,14.756169946891596
2022,ISR,0.20865318468476568,60.44688703588275,0.3823744759691156,14.371726517171084
2022,ITA,-0.29169512865684794,47.373856918393194,0.3237323666358965,13.105535573295903
2022,JOR,-0.760887048115425,49.50436421540051,-0.35461550347550036,13.275978484779126
2022,JPN,-0.0881592237811995,51.92921696184305,0.21192149289112155,14.337745587745587
2022,KAZ,-0.4294478533913542,53.29739863934338,-0.1431482457615244,13.831204614513055
2022,KOR,-0.018614337005327043,52.73939941082603,0.18753642121420466,14.762386706948641
2022,KSV,-0.5135739750791359,49.06372455557847,-0.08130780927512497,13.507001400280055
2022,LTU,-0.03464583072840407,53.197658852402185,0.24738789703036956,14.38079268292683
2022,LVA,-0.057392634197902616,53.16468075738758,0.2521697349880848,14.20956167571761
2022,MAC,-0.6053786460429809,49.768588035169024,0.07613042015289509,12.14375
2022,MAR,-1.9548511072754944,33.85352436912129,-0.6626402624462141,9.430406528638356
2022,MDA,-0.5943416481637204,45.67342965088758,-0.10309125678669916,13.535842973639294
2022,MEX,-1.0926020378953007,42.3178299799558,-0.34001483848903813,12.061396717249922
2022,MKD,-0.39544627611540534,49.213835916353574,0.07236472924504217,13.469708302169035
2022,MLT,-0.005807739061393019,53.13535435226179,0.5398361585101669,13.142353662273981
2022,MNE,-0.2235243076567262,48.843715438068465,0.14132711052694913,14.204317421708726
2022,MYS,-0.7137215225268493,44.46754650776683,-0.07979210586610265,12.829221854304636
2022,NLD,0.10112107808537668,54.73048860328692,0.38636981562845096,14.342578548212352
2022,NOR,0.4417068093889519,61.42683744867764,0.6468148494792691,14.35909090909091
2022,NZL,0.034853517103669886,56.58415571369793,0.43802487361832193,13.495580589254766
2022,PAN,-1.0487932137922462,45.723124756437024,-0.3601469662337901,12.04851304203356
2022,PER,-1.0920882638189437,37.84925745852843,-0.45072919960054836,13.079248095395826
2022,PHL,-1.4427602585100696,33.87872865707965,-0.6074207079511573,12.1925604810516
2022,POL,-0.19758617734331532,49.7488715809705,0.3268301255107667,13.375249863710703
2022,PRT,-0.4296821380028764,49.43565142715779,0.28927269006773093,12.237782968020122
2022,QAT,0.19897826759435236,66.55452409116533,0.15376868608745276,14.661517065102991
2022,QAZ,-0.5726452006334815,50.31656360757803,-0.16261233232494995,13.395064540622627
2022,ROU,-0.5570516802627374,43.41797528838644,0.028290654451301682,13.376938369781312
2022,SAU,-0.767472165145345,49.2181606702427,-0.12710834466435098,12.21444037308461
2022,SGP,0.09647553751029486,60.37896190495272,0.30620111413032497,14.045454545454545
2022,SRB,-0.28490527881571975,48.72856785262981,0.11584980342835487,13.993620292083014
2022,SVK,-0.2626828660551794,49.19142919621311,0.21172744149677372,13.673476336397684
2022,SVN,-0.05197815201913112,49.95921606090863,0.38905125247953226,13.913460015835312
2022,SWE,0.31451505241815575,59.54706930308994,0.5237517011879581,14.404046242774566
2022,TAP,-0.38287750367711854,48.99003249659461,0.0882628809382986,13.51797454189397
2022,THA,-1.1140006989924656,38.255884524791085,-0.1983256742263575,11.766713417484805
2022,TUR,-1.244730313857726,37.406062583900564,-0.2776966070978687,11.404897660818714
2022,URY,-1.0755519769504152,41.2658673782253,-0.1864890804304647,11.58859126984127
2022,USA,-0.029945983970589465,55.020706462076745,0.27412416380141413,14.047003154574133
2022,VNM,-1.6387557577609415,36.19896685024245,-0.45885652060330295,10.071896035901272
